dataset.shorthand,type,Species.name.olsdrange.mergedw.sdiv,,Species.name.gbifquery,reason.no.map,IUCN,to.check,Range.source,Range.source.website,Range.description,Range.errors,Action..fine...no.action.needed..fine.unconfirmed...gbif.records.look.good.but.no.good.info.to.check.against..excl.points.exclude.points.according.to.code..lts..longs...gbifIDs...country.codes...use.country.codes.as.well.as.lats.longs.gbifIDs..remove.use.IUCN...remove.from.GBIF.pipeline...use.IUCN.map..remove...unsolveable.rnage.errors..remove.species.entirely..partial.range...use.only.the.part.of.the.range.where.the.thermal.tolerance.data.come.from..for.sp.with.disjunct.distributions.in.multiple.coasts.continents..,Action.remove.explanation,countries.in.range,country.codes,gbifIDs.to.excl,code.to.get.gbifIDs.to.excl,excl.lon.below,excl.lon.above,excl.lat.below,excl.lat.above,who.did.final.code,potential.good.gbif.range.for.IUCN.comp,Realm,Body.Mass,tmax,tmax_metric,max_interval_after_LT0,tmax.1,max_metric,max_interval_before_lt100,measure,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,breadth,tmin,min_metric,min_interval_after_lt0,tmin.1,min_metric.1,min_interval_before_lt100,min_metric_com,measure.1,min_pretreatment,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,NOTES,Genus_book,Species_book,in.book,photo.order,name_notes
plants,algae,Arthrocladia villosa,,Arthrocladia villosa,,,NA,NA,NA,Canary Islands to Southern Norway,Atlantic part of range well-covered,partial.range,NA,NA,NA,NA,NA,-50,40,NA,NA,JS - 2016,NA,Marine,NA,27,LT0,3,30,LT100,3,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,29,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Phaeophyceae,Phaeophyceae,Desmarestiales,Arthrocladiaceae,,NA,NA,NA,NA,
plants,algae,Ascophyllum nodosum,,Ascophyllum nodosum,,,,algaebase,,Virginia to Arctic Canada and Ghana and Canary Islands to Svalbard,,remove,missing S RL,NA,NA,,NA,NA,NA,NA,NA,JS,NA,Intertidal,NA,28,LT0,2,30,LT100,2,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae,,,,,,
plants,algae,Asparagopsis armata,,Asparagopsis armata,,,NA,Wikipedia,https://en.wikipedia.org/wiki/Asparagopsis_armata,introduced to the Northeastern Atlantic Ocean and the Mediterranean Sea.,NA,remove,sampled in introduced part of range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intertidal,NA,27,LT0,3,30,LT100,3,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,24,3,LT0,5,-2,LT100,5,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,,NA,NA,NA,NA,
plants,algae,Asparagopsis taxiformis,,Asparagopsis taxiformis,,,NA,algaebase,http://www.algaebase.org/search/species/detail/?species_id=636,cosmopolitan,West Atlantic part of range well covered,partial.range,NA,NA,NA,NA,NA,-91,-30,NA,NA,NA,NA,Marine,NA,35,LT0,5,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,21,14,LT0,3,8,LT100,3,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,paritally dead 11,NA,NA,NA,NA,
plants,algae,Bangia atropurpurea,,Bangia atropurpurea,,,,,,,,remove,point of collection extends range limit,NA,NA,,NA,NA,NA,NA,NA,JS,NA,Freshwater,NA,23,LT0,1,NA,,NA,NA,NA,NA,69.241375,-53.55309,0,Bischoff_&_Wiencke_1993,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,,,,,,
plants,algae,Bangia fuscopurpurea,,Bangia fuscopurpurea,,,NA,NA,NA,NA,NA,remove,missing S RL,NA,NA,NA,NA,NA,NA,NA,NA,JS,NA,Intertidal,NA,25,LT0,3,28,LT100,3,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,,NA,NA,NA,NA,
plants,algae,Blidingia minima,,Blidingia minima,,,NA,algaebase,NA,Canary Island to Northern Norway,some parts of range missing but complete in East Atlandtic,partial.range,Use W. Atlantic,NA,NA,NA,NA,-30,32,0,NA,JS,NA,Intertidal,NA,24.2,LT0,3,28,LT100,3,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,plants alive (with measurable photosynthesis) LT0 = CTMAX? Next measurment is LT100,NA,NA,NA,NA,
plants,algae,Bostrychia arbuscula,,Bostrychia arbuscula,,,NA,algaebase,,Aus and New Zealand,NA,fine,,NA,NA,NA,NA,NA,NA,NA,NA,JS,NA,Intertidal,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,#VALUE!,-20.2,LT50,1,NA,,NA,lethal,lethal,NA,-45.95,170.333333,0,frazer_et_al_1988,1,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,NA,NA,NA,NA,
plants,algae,Bostrychia tenella,,Bostrychia tenella,,,NA,NA,,http://www.algaebase.org/search/species/detail/?species_id=3321,West Atlantic part of range well covered,partial.range,NA,NA,NA,NA,NA,-91,-30,NA,NA,NA,NA,Intertidal,NA,40,LT0,3,43,LT100,2,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,42,-2,LT0,8,-10,LT100,8,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,NA,NA,NA,NA,
plants,algae,Bryopsis hypnoides,,Bryopsis hypnoides,,,NA,NA,,NA,NA,remove,disjuct distribution,NA,NA,NA,NA,NA,NA,NA,NA,JS,NA,Marine,NA,30,LT0,3,33,LT100,3,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Chlorophyta,Ulvophyceae,Bryopsidales,Bryopsidaceae,plants alive (with measurable photosynthesis) LT0 = CTMAX? Next measurment is LT100,NA,NA,NA,NA,
plants,algae,Calliblepharis ciliata,,Calliblepharis ciliata,,,,Marinelife database,,http://www.habitas.org.uk/marinelife/species.asp?item=ZM6820,no points in Mauritania,remove,missing S RL,,,,,,,,,JS fixed from screw up,NA,Marine,NA,27,LT0,1,28,LT100,1,NA,15,NA,48.730579,-3.979547,0,Yarish_et_al_1987,1,22,5,LT0,5,0,LT100,5,,,NA,48.730579,-3.979547,0,Yarish_et_al_1986,NA,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,reproductive stages.,,,,,
plants,algae,Callithamnion tetragonum,,Callithamnion tetragonum,,,NA,Sanson & Gil-Rodriguez 1993,,NA,"N.Am range is good.  European range: south at least to canary islands, north at least to shetland islands.  More nebulous web links (redacted google books) seem to place in norway as well.   Occurs in Mediterranean sokeep point in italy.  get rid of single points in australia & Sam.  ",excl.points,check w Jenn,,,,,,30,15,,JS fixed from screw up,NA,Marine,NA,25,LT0,NA,NA,,NA,NA,15,NA,48.730579,-3.979547,0,Yarish_et_al_1987,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,NA,NA,NA,NA,
plants,algae,Callophyllis flabellulata,,Callophyllis flabellulata,,,NA,algaebase,,http://www.algaebase.org/search/bibliography/detail/?biblio_id=Gc4d447ec62565799,missing data in Mexico,remove,missing S RL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,20,LT0,3,23,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,18.5,1.5,LT0,1.5,0,LT100,NA,,,NA,48.536683,NA,NA,L始ing_&_Freshwater_1988,1,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,,NA,NA,NA,NA,
plants,algae,Callophyllis laciniata,,Callophyllis laciniata,,,NA,algaebase,,,points in S. Africa ,excl.points,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,Intertidal,NA,24,LT0,3,27,LT100,3,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,21,3,LT0,5,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,,NA,NA,NA,NA,
plants,algae,Caloglossa leprieurii,,Caloglossa leprieurii,,,NA,algaebase,,NA,Western Atlantic part of range is a mis.i.d.,remove,too many errors in range - Western Atlantic is a mis i.d.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intertidal,NA,40,LT0,3,43,LT100,2,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,42,-2,LT0,8,-10,LT100,8,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,NA,NA,NA,NA,
plants,algae,Carpomitra costata,,Carpomitra costata,,,,algaebase,,http://www.algaebase.org/search/species/detail/?species_id=63,,remove,occurance records too sparse within described and range,,,,,,,,,JS fixed from screw up,NA,Marine,NA,26,LT0,1,28,LT100,1,NA,15,NA,43.705157,7.31492,0,Orfanidis_1993,1,26,0,LT0,1,-1,LT100,1,,,15,43.705157,7.31492,0,Orfanidis_1993,1,Phaeophyceae,Phaeophyceae,Sporochnales,Sporochnaceae,,,,,,
plants,algae,Catenella caespitosa,,Catenella caespitosa,,,,algaebase,,,No occruance records in Florida,remove,Florida missing,NA,NA,,NA,NA,NA,NA,NA,JS fixed from screw up,NA,Intertidal,NA,40,LT0,3,43,LT100,3,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,39,1,LT0,2,-1,LT100,2,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Gigartinales,Caulacanthaceae,,,,no,,
plants,algae,Centroceras clavulatum,,Centroceras clavulatum,,,"taxonomic uncertainty - see Won etal (2009) ""Centroceras clavulatum (C. Agardh) Montagne is widely reported as being a prime example of a cosmopolitan red algal species. Instead, C. clavulatum is here determined as restricted to northern Chile, Peru, southern California, southern Australia, and New Zealand."" could restrict data to clade where thermal tolerance specimens were from?","algaebase, Won etal (2009)",,http://hbs.bishopmuseum.org/botany/algaekey/html/cencla.htm; http://algae.biota.biodiv.tw/pages/548; http://polir13.wix.com/centrocerasc#!untitled/cejz,range is huge but northern and southern limits are consistent with literature search (santa cruz to chile),fine,NA,NA,NA,NA,NA,NA,NA,NA,NA,JS fixed from screw up,NA,Intertidal,NA,35,LT0,5,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,27,8,LT0,3,5,LT100,3,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,NA,NA,NA,NA,
plants,algae,Ceramium deslongchampsii,,Ceramium deslongchampsii,,,NA,algaebase,,NA,NA,remove,missing S RL,NA,NA,NA,NA,NA,NA,NA,NA,JS,NA,Marine,NA,25,LT0,3,28,LT100,3,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,NA,NA,NA,NA,
plants,algae,Ceramium nitens,,Ceramium nitens,,,NA,"algaebase, Won etal (2009)",,http://www.algaebase.org/search/species/detail/?species_id=11173,NA,fine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,35,LT0,5,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,21,14,LT0,3,8,LT100,3,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,NA,NA,NA,NA,
plants,algae,Ceramium rubrum,,Ceramium rubrum,,,"used to be synonymous with C pacificum which is Van Island to Santa Barbara (Marine Algae of Monterrey Peninsula).  Unclear what current name means.  Smithsonia tropical reserahc institute says ""Ceramium rubrum is a taxonomic puzzleﾛ The local C. rubrum, along with many others around the world, does not match the type specimen in Britain. Accordingly C. rubrum has been dropped from the current list of local species (see Wynne, 2005). However, Littler and Littler (2000) claim that there are two types of locally occurring, completely corticated Ceramium sp., namely C. rubrum and C. nitens. Our surveys have only turned up both Ceramium types in the Bocas del Toro area. Further work will determine if there are in fact two species or only one, and what this species should be called.""  ",algaebase; smithsonian,,http://www.vattenkikaren.gu.se/fakta/arter/algae/rhodophy/cerarubr/cerarue.html; http://biogeodb.stri.si.edu/bocas_database/search/species/3401/,,remove,taxonomic problems,NA,NA,NA,NA,NA,NA,NA,NA,JS fixed from screw up,NA,Intertidal,NA,24.5,LT0,3,28,LT100,3,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,24.5,0,gmin,5,NA,,NA,,,NA,NA,NA,NA,Fortes_&_L始ing_1980,NA,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,NA,NA,NA,NA,
plants,algae,Chaetomorpha crassa,,Chaetomorpha crassa,,,NA,NA,,NA,NA,remove,no occurance records in region where collected,NA,NA,NA,NA,NA,NA,NA,NA,JS,NA,Intertidal,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,#VALUE!,11,LT0,4,7,LT100,4,,,NA,10.448419,-64.197836,0,Biebl_1963,1,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,,NA,NA,NA,NA,
plants,algae,Chaetomorpha ligustica,,Chaetomorpha ligustica,,,,,,,,remove,point of collection extends range limit,NA,NA,,NA,NA,NA,NA,NA,JS,NA,Intertidal,NA,25.7,LT0,1,NA,,NA,NA,NA,NA,69.241375,-53.55309,0,Bischoff_&_Wiencke_1993,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,This is a marine/freshwater species.,,,no,,
plants,algae,Chaetomorpha melagonium,,Chaetomorpha melagonium,,,yes,Flora of Southern Australia,,http://www.flora.sa.gov.au/efsa/Marine_Benthic_Flora_SA/Part_I/Chaetomorpha_melagonium.shtml,"get rid of pacific points, txonomy of australian specimens uncertain. Does occurr on greenland according to old google book (Kongl.)  foundﾛ 'from Arctic to New Jersey"" Marine Life of the North Atlantic",excl.points,,,,,,-90,,,160,JS fixed from screw up,NA,Intertidal,NA,25,LT0,3,28,LT100,3,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,plants alive (with measurable photosynthesis) LT0 = CTMAX? Next measurment is LT100,NA,NA,NA,NA,mid and lower littoral pools
plants,algae,Chondracanthus exasperatus,,Chondracanthus exasperatus,,,NA,algaebase,,Alaska to Baja California,NA,remove,missing S RL,NA,NA,NA,NA,NA,NA,NA,NA,JS,NA,Intertidal,NA,25,LT0,3,28,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,low littoral to sublittoral,NA,NA,NA,NA,
plants,algae,Chondracanthus intermedius,,Chondracanthus intermedius,,,NA,algaebase,NA,NA,NA,remove,occurances cover a small part of whole range,NA,NA,NA,NA,NA,NA,NA,NA,JS,NA,Intertidal,NA,31.3,LT0,1,32.3,LT100,1,NA,15,NA,36.204824,138.252925,0,Guiry_et_al_1987,2,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,,NA,NA,NA,NA,
plants,algae,Chondracanthus squarrulosus,,Chondracanthus squarrulosus,no occurances,,no map,NA,NA,NA,NA,remove,no processed occurance file,NA,NA,NA,NA,NA,NA,NA,NA,JS,NA,Intertidal,NA,33,LT0,1,34,LT100,1,NA,15,NA,26.731294,-110.712247,0,Guiry_et_al_1987,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,,NA,NA,NA,NA,
plants,algae,Chondria baileyana,,Chondria baileyana,,,,,,,very sprasely sampled,remove,too sparsely sampled,NA,NA,,NA,NA,NA,NA,NA,JS fixed from screw up,NA,Marine,NA,28,LT0,2,30,LT100,2,NA,NA,NA,45.647444,-61.686942,0,Novaczek_et_al_1987,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,,,,,
plants,algae,Chorda filum,,Chorda filum,,,NA,algaebase,NA,NA,NA,remove,missing S RL,NA,NA,NA,NA,NA,NA,NA,NA,JS,NA,Marine,NA,20,LT0,3,23,LT100,3,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Chordaceae,,NA,NA,NA,NA,
plants,algae,Chordaria flagelliformis,,Chordaria flagelliformis,,,,algaebase,,,,partial.range,Use W. Atlantic,,,,,-80,-40,,,JS,NA,Intertidal,NA,23,LT0,1,NA,,NA,NA,NA,NA,69.241375,-53.55309,0,Bischoff_&_Wiencke_1993,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,,,,,,
plants,algae,Chordaria linearis,,Chordaria linearis,,,,algaebase,,"Argentinia, Chile, Falkaland Islands",missing cold part of range but has warm edge so keeping,fine,,,,,,,,,,JS,NA,Marine,NA,20.2,LT0,1,NA,,NA,NA,15,NA,-53.624305,-69.632091,0,Peters_&_Breeman_1993,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,,,,,,
plants,algae,Chordaria magellanica,,Chordaria magellanica,,,,algaebase,,,,remove,poor coverage,,,,,,,,,JS,NA,Intertidal,NA,23,LT0,1,NA,,NA,NA,NA,NA,-54.931693,-67.602742,0,Wiencke_and_torn_Dieck_1990,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,,,,,,
plants,algae,Chrysymenia enteromorpha,,Chrysymenia enteromorpha,,,NA,algaebase; smithsonian,NA,"North Carolina to Brazil, Seychelles, Bangladesh, Spain",W. Atlantic part of range looks good,partial.range,use W. Atlantic part of range,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Marine,NA,32,LT0,3,35,LT100,3,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,24,8,LT0,3,3,LT100,2,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,PARTIALLY DEAD AT 5,NA,NA,NA,NA,
plants,algae,Cladophora crispula_,,Cladophora crispula,,,NA,algaebase,NA,NA,NA,remove,poor coverage,NA,NA,NA,NA,NA,NA,NA,NA,JS,NA,Intertidal,NA,35,LT0,5,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,,NA,NA,NA,NA,spelling error in sdiv final
plants,algae,Cladophora fascicularis,,Cladophora fascicularis,,,NA,,,NA,NA,remove,poor coverage,NA,NA,NA,NA,NA,NA,NA,NA,JS,NA,Intertidal,NA,35,LT0,5,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,,NA,NA,NA,NA,
plants,algae,Cladophora hutchinsiae,,Cladophora hutchinsiae,,,use only Eurasia (NW Atlantic) range?,Van den Hoek Revision of the European species of Cladophora (1963); Leliaert & Coppejans 2003 for S Africa; Schneider & Searles 1991 for N.Am,https://books.google.ca/books?id=rMoUAAAAIAAJ&pg=PA60&lpg=PA60&dq=Cladophora+hutchinsiae&source=bl&ots=eEGQ3M6Q18&sig=CTNueXrVgzwSMmo7XcIOA9ijpvg&hl=en&sa=X&ved=0ahUKEwiE9db9hKjMAhVJ2GMKHe_sDQcQ6AEIQzAK#v=onepage&q&f=false,"Eurasia: UK (incl scotland), France,Spain, Portugaul, Italy, Yugoslavia, Algeria.  L&C 2003: S coast of S Africa + NW-Atlantic, NE Atlantic, Mediterranean, NE Pacific. N.Am (S&S 1991): Georgia, USSR to Portugal, Mediteranean, southern Africa, BC, Washington",missing N coast of Algeria but otherwise Eurasian range is good.  Missing African range. Missing Washington in NE Pacific range,remove,missing S RL,NA,NA,NA,NA,NA,NA,NA,NA,JS fixed from screw up,NA,Marine,NA,30,LT0,5,35,LT100,5,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,27,3,LT0,5,-2,LT100,5,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,,NA,NA,NA,NA,
plants,algae,Cladophora pellucida,,Cladophora pellucida,,,NA,algaebase,NA,"Eurupe, Africa, Asia and Australia ",missing occurances in Africa,remove,not confident about S RL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,30,LT0,5,35,LT100,5,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,27,3,LT0,5,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,"Interval of 5c tell next I interval which had partial death at -2, next interval -6 tell LT100",NA,NA,NA,NA,
plants,algae,Cladophora rupestris,,Cladophora rupestris,,,,algaebase,,Europe to Africa ,,remove,missing S RL,,,,,,,,,JS,NA,Intertidal,NA,28,LT0,2,30,LT100,2,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,plants alive (with measurable photosynthesis) LT0 = CTMAX? Next measurment is LT100,,,,,
plants,algae,Cladophoropsis membranacea,,Cladophoropsis membranacea,,,NA,algaebase,,NA,Range well covered in W. Atlantic,partial.range,use W. Atlantic part of range,NA,NA,NA,NA,-100,-32,NA,NA,NA,NA,Intertidal,NA,35,LT0,5,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,34,1,,11,-10,LT100,11,,,NA,NA,NA,NA,,NA,Chlorophyta,Ulvophyceae,Cladophorales,Siphonocladaceae,,NA,NA,NA,NA,
plants,algae,Cladostephus spongiosus,,Cladostephus spongiosus,,,,algaebase,,Norway to Algeria,,partial.range,Use E. Atlantic,,,,,-35,35,0,,JS,NA,Intertidal,NA,28,LT0,2,30,LT100,2,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Sphacelariales,Cladostephaceae,,,,,,
plants,algae,Constantinea subulifera,,Constantinea subulifera,,,,algaebase,,"Alaska to British Columbia, Japan",,partial.range,Ues. E. Atlantic,,,,,,0,,,JS,NA,Intertidal,NA,23,LT0,2,25,LT100,2,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,low littoral to sublittoral,,,no,,
plants,algae,Corallina officinalis,,Corallina officinalis,,,yes,algaebase,,"wiki: widespread in the temperate waters of the northern hemisphere.  Seaweeds of Alaska: North Pacific Distribution: Bering Sea to Prince William Sound, Alaska; northern Washington; China; Korea; Japan; Russia","missing from china, russia. Stops suspicioulsy sharply at frane or could use European range.  Weirdly absent from labrador & norhtern Quebec if it occurs on greenland.  Don腎 trust",remove,apparent gaps in sampling,NA,NA,,NA,NA,NA,NA,NA,,NA,Intertidal,NA,27.4,LT0,2,30,LT100,2,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,36.9,-9.5,LT50,,NA,,NA,lethal,lethal,NA,-45.95,170.333333,0,frazer_et_al_1988,1,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,,,,,,
plants,algae,Costaria costata,,Costaria costata,,,NA,algaebase; Seaweeds of Alaska,,Alaska to Southern California,NA,partial.range,Ues. E. Atlantic,NA,NA,NA,NA,NA,0,NA,NA,JS,NA,Intertidal,NA,20,LT0,3,23,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Costariaceae,low littoral to sublittoral,NA,NA,NA,NA,
plants,algae,Cryptopleura ramosa,,Cryptopleura ramosa,,,,algaebase,,"Many places, including African coasts",poorly sampled in Africa,remove,not confident about S RL,,,,,,,,,JS fixed from screw up,NA,Marine,NA,27,LT0,1,28,LT100,1,NA,15,NA,48.730579,-3.979547,0,Yarish_et_al_1987,1,20,7,LT0,2,-2,LT100,5,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,partial death at 5 and 3 degrees c,,,,,
plants,algae,Cryptopleura ruprechtiana,,Cryptopleura ruprechtiana,,,NA,algaebase; Seaweeds of Alaska,,"Kodiak Archipelago, Alaska, to Baja California, Mexico.",NA,remove,missing S RL,NA,NA,NA,NA,NA,NA,NA,NA,JS,NA,Intertidal,NA,20,LT0,3,23,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,low littoral to sublittoral,NA,NA,NA,NA,
plants,algae,Cymathaere triplicata,,Cymathaere triplicata,,,NA,algaebase; Seaweeds of Alaska,,"Bering Sea and Aleutian Is., Alaska, to northern Washington; Russia.",NA,partial.range,Ues. E. Atlantic,NA,NA,NA,NA,NA,0,NA,NA,JS,NA,Intertidal,NA,15,LT0,3,18,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,low littoral to sublittoral,NA,NA,NA,NA,
plants,algae,Cystoclonium purpureum,,Cystoclonium purpureum,,,,algaebase,,Europe to Spain,,remove,missing S RL,,,,,,,,,JS,NA,Intertidal,NA,23,LT0,2,25,LT100,2,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,,,,,,
