dataset.shorthand,type,Species.name.olsdrange.mergedw.sdiv,,Species.name.gbifquery,reason.no.map,IUCN,to.check,Range.source,Range.source.website,Range.description,Range.errors,Action..fine...no.action.needed..fine.unconfirmed...gbif.records.look.good.but.no.good.info.to.check.against..excl.points.exclude.points.according.to.code..lts..longs...gbifIDs...country.codes...use.country.codes.as.well.as.lats.longs.gbifIDs..remove.use.IUCN...remove.from.GBIF.pipeline...use.IUCN.map..remove...unsolveable.rnage.errors..remove.species.entirely..partial.range...use.only.the.part.of.the.range.where.the.thermal.tolerance.data.come.from..for.sp.with.disjunct.distributions.in.multiple.coasts.continents..,Action.remove.explanation,countries.in.range,country.codes,gbifIDs.to.excl,code.to.get.gbifIDs.to.excl,excl.lon.below,excl.lon.above,excl.lat.below,excl.lat.above,who.did.final.code,potential.good.gbif.range.for.IUCN.comp,Realm,Body.Mass,tmax,tmax_metric,max_interval_after_LT0,tmax.1,max_metric,max_interval_before_lt100,measure,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,breadth,tmin,min_metric,min_interval_after_lt0,tmin.1,min_metric.1,min_interval_before_lt100,min_metric_com,measure.1,min_pretreatment,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,NOTES,Genus_book,Species_book,in.book,photo.order,name_notes
plants,algae,Postelsia palmaeformis,,Postelsia palmaeformis,,,NA,UCSC,http://www.eeb.ucsc.edu/pacificrockyintertidal/target/target-species-postelsia.html,"distribution patchy, but typically abundant where present. Vancover I., Br. Columbia, to San Luis Obispo Co., Calif. (Abbott and Hollenberg 1976).",NA,fine,NA,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,15,LT0,3,18,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,NA,NA,NA,NA,
plants,algae,Pterothamnion plumula,,Pterothamnion plumula,,,NA,Garbary & South (1989) Evolutionary Biogeo marine algae N Atlanti,p228,"disjunct.  W Atlantic: Deep Cove Is Nova Scotia to New Jersey, E Atlantic: Trondheim Norway & maybe up to Troms to Iberian Penninsula. Record from svalbard is from 1872 - feel that Garbary & South probably looked at it and discounted for some reason",remove svalbard. Also ocurs on Nafrica coast - add point to southmost point there (libya),add points to gbif csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,27,LT0,3,30,LT100,3,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,,3,LT0,5,-2,LT100,5,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,NA,NA,NA,NA,
plants,algae,Punctaria latifolia,,Punctaria latifolia,,,,,,,"don腎 trust range .  Only have reocrds in eastern seaboard on W Atlantic, but goes up to svalbard and alaska.  Think likely just missgin canadian arctic",remove,don腎 trust northern range limit in W Atlantic,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Marine,NA,24,LT0,2,26,LT100,2,NA,NA,NA,45.203672,-64.618326,0,Rietema_&_van_den_Hoek_1981,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,Novaczek et al. 1987 has data but it doesn't look as if they measured growth or repo below 0,,,no,,
plants,algae,Pylaiella littoralis,,Pylaiella littoralis,,,,,,,no localities around where thermal tol sampled in greeland,remove,poor sampling around thermal tol area,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,21,LT0,1,NA,,NA,NA,NA,NA,69.241375,-53.55309,0,Bischoff_&_Wiencke_1993,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Acinetosporaceae,,,,no,,
plants,algae,Rhabdonia ramosissima,,Rhabdonia ramosissima,,,NA,NA,NA,NA,only 2 points,remove,only 2 records,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,35,LT0,5,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,,-2,LT0,8,-10,LT100,8,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Gigartinales,Areschougiaceae,,NA,NA,NA,NA,
plants,algae,Rhabdonia stellata,,Rhabdonia stellata,no sp with this name on gbif or WebofSci or internet,,NA,NA,NA,NA,NA,remove,problem with nme - cant find anything,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,32,LT0,3,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,,8,LT0,3,5,LT100,3,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Chlorophyta,Ulvophyceae,Cladophorales,Anadyomenaceae,partially dead 35,NA,NA,NA,NA,
plants,algae,Rhizoclonium africanum,,Rhizoclonium africanum,,,NA,NA,NA,"WebofSci articles have lots of records from Africa, which are al missing from gbif range.  If use W Atlantic onlyﾛ  Robledo etal confirm from Mex, Dawes etal find in Florida& so do several Algaebase refs.  Add point to florida in cockroach bay",missing Florida,add points to gbif csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,35,LT0,5,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,,-2,LT0,8,-10,LT100,8,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,,NA,NA,NA,NA,
plants,algae,Rhizoclonium riparium,,Rhizoclonium riparium,,,,,,global,missing  antarctica,remove,missing S RL (Antarctic),NA,NA,,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,28,LT0,2,30,LT100,2,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,x x x = plants alive (with measurable photosynthesis) CTMAX OR LT0?,,,no,,
plants,algae,Rhodomela confervoides,,Rhodomela confervoides,,,,algaebase,,"should go down to spain in cluding canary islands (Gallardo et al 2016 updated checklist for sapin algae). Doesn腎 seem to be on africa, so could add piont at canary islands if wanted ",missing S RL (Canary Is),remove,missing S RL (Canary Is) - could add,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,23,LT0,2,25,LT100,2,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,,,no,,
plants,algae,Rhodophyllis divaricata,,Rhodophyllis divaricata,,,,algaebase,,norway to canary islands,excl pacific,excl.points,,NA,NA,,NA,-20,NA,NA,NA,AH,NA,Marine,NA,27,LT0,3,35,LT100,5,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,,7,LT0,2,3,LT100,2,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,,,,no,,
plants,algae,Rhodothamniella floridula,,Rhodothamniella floridula,,,NA,algaebase,NA,Norway to Sweden,NA,remove,missing N and S range limits,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,25,LT0,3,28,LT100,3,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Palmariales,Rhodothamniellaceae,,NA,NA,NA,NA,
plants,algae,Rhodymenia pseudopalmata,,Rhodymenia pseudopalmata,,,NA,WebofSci results,https://books.google.ca/books?id=dvDvCAAAQBAJ&pg=PA381&lpg=PA381&dq=Rhodymenia+pseudopalmata+africa&source=bl&ots=PsEPs_edNJ&sig=D95pb-G2lyOnOc6lh45DKJGaGKU&hl=en&sa=X&ved=0ahUKEwjG5_Pz6cnPAhUL42MKHY99Ba0Q6AEISjAL#v=onepage&q=Rhodymenia%20pseudopalmata%20africa&f=false,"incl Morocco, Argentina. Habitas.org: Widespread in the British Isles generally on western shores of Ireland, Wales, Scotland, Wales and England. Europe: Portugal, Spain and France. Further afield: Canary Islands, the Azores and South Africa.  Cant quite tell if contiguous through africa. (eg should pionts in W africa be there?). Evolutionary Biogeography of the Marine Algae of the North Atlantic says sp represented in Australia-NZ, South Africa, Europe and Pacific north and South America",cant tell if should be contiguous,remove,not detailed enough range descriptions - cant tell if should be contiguous,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,30,LT0,5,35,LT100,5,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,,NA,NA,NA,NA,
plants,algae,Saccharina bongardiana,,Saccharina bongardiana,,,,algaebase,,algaebase just says california - not helpful. Not listed in checklist of oregon and not getting any hits if search name + california.  Consortian of pacific NW herbaria has from just N of Van island through to northern washington. Not listed in seaweeds of alaska.  use small range,moit poitn in alaska,excl.points,,NA,NA,,NA,NA,NA,NA,56,AH,NA,Intertidal,NA,18,LT0,1,NA,,NA,NA,NA,NA,49.087512,-126.314624,0,Tom_Dieck_Bartsch_1992,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,lower intertidal and subtidal,,,no,,
plants,algae,Saccharina groenlandica,,Saccharina groenlandica,,,,"Seaweeds of Alaska, Central Coast (of Cali) diversity",http://www.centralcoastbiodiversity.org/split-kelp-bull-saccharina-groenlandica.html,"SoA  & CCB say Bering Sea, Alaska to Central California, algae base just has down to washington",missing S RL (central California),remove,missing S RL (central Cali - could add),NA,NA,,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,18,LT0,2,20,LT100,2,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,low littoral to sublittoral,,,no,,
plants,algae,Saccharina sessilis,,Saccharina sessilis,,,NA,algaebase,NA,alaska to california,NA,partial.range,E Pacific,NA,NA,NA,NA,NA,-110,NA,NA,AH,NA,Intertidal,NA,15,LT0,3,18,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,NA,NA,NA,NA,
plants,algae,Sarcodiotheca gaudichaudii,,Sarcodiotheca gaudichaudii,,,why missing long_min?,biodiversity of the central coast (Uvic),http://www.centralcoastbiodiversity.org/sarcodiotheca-gaudichaudii.html,"on the west coast of North America its recorded range extends from Alaska to Baja California. It has also been recorded in parts of South America, as well as Britain where it was likely introduced.",missing baja and doesn腎 say how far down baja it goes so cant just add piont,remove,missing S RL (baja),NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,25,LT0,3,28,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,1.5,LT0,,0,LT100,NA,,,NA,48.536683,NA,NA,L始ing_&_Freshwater_1988,1,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,low littoral to sublittoral,NA,NA,NA,NA,
plants,algae,Sarcothalia circumcincta,,Sarcothalia circumcincta,,,NA,NZ plant conservatin network,http://www.nzpcn.org.nz/flora_details.aspx?ID=7398,"Australia, Antarctic, New Zealand (Chatham Islands, Stewart Island and the subantarctic islands including Campbell Island and Auckland Islands)",missing antarctic,remove,missing S RL (Antarctic),NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,,-2.4,LT50,1,NA,,NA,lethal,lethal,NA,-45.95,170.333333,0,frazer_et_al_1988,1,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,,NA,NA,NA,NA,
plants,algae,Sargassum fulvellum,,Sargassum fulvellum,no occurances,,no map,,,,only 1 point,remove,only 1 record,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Marine,NA,30,gmax,1,NA,,NA,NA,NA,NA,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,growth,,,no,,
plants,algae,Sargassum hemiphyllum,,Sargassum hemiphyllum,,,,algaebase,,should be wider in asia,too sparesly sampled,remove,too sparsely sampled,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Marine,NA,27,gmax,1,NA,,NA,NA,NA,NA,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,growth,,,no,,
plants,algae,Sargassum horneri,,Sargassum horneri,,,,"algaebase, wikipedia",,"wiki: Japan and Korea,but algawbase hasmultiple  records from each of  china, russia, taiwan etc",too sparesly sampled,remove,too sparsely sampled,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Marine,NA,27,gmax,1,NA,,NA,NA,NA,NA,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,growth,,,no,,
plants,algae,Sargassum macrocarpum,,Sargassum macrocarpum,,,,,,,too few points,remove,too few points,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Marine,NA,31,gmax,1,NA,,NA,NA,NA,NA,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,growth,,,no,,
plants,algae,Sargassum micracanthum,,Sargassum micracanthum,,,,,,,only 1 point - synonym for S patens,remove,only 1 record,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Marine,NA,27,gmax,1,NA,,NA,NA,NA,NA,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,growth,,,no,,
plants,algae,Sargassum patens,,Sargassum patens,,,,,,,only sampled in Japand but also ocurs elsewhere in asia,remove,too sparsely sampled,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Marine,NA,31,gmax,1,NA,,NA,NA,NA,NA,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,growth,,,no,,
plants,algae,Sargassum piluliferum,,Sargassum piluliferum,,,,,,,too few points,remove,too few points,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Marine,NA,30,gmax,1,NA,,NA,NA,NA,NA,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,growth,,,no,,
plants,algae,Sargassum thunbergii,,Sargassum thunbergii,,,,algaebase,,Asia  incl lots of records from Taiwan,missing S RL (Taiwan etc),remove,"missing S RL (Taiwan, S Korea etc)",NA,NA,,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,31,gmax,1,NA,,NA,NA,NA,NA,34.076603,133.290823,0,Haraguchi_et_al_2005,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,,,,no,,
plants,algae,Schizymenia pacifica,,Schizymenia pacifica,,,why missing long_min?,"seaweeds of alaska, Biodiversity of the Central Coast (Uvic)",http://www.seaweedsofalaska.com/species.asp?SeaweedID=259,"Aleutian Is., Alaska, to Baja California, Mexico; Russia.  Hakaei: from the Aleutian Islands south Baja California",mising baja,add points to gbif csv,NA,NA,NA,NA,NA,NA,-108,22,NA,AH,NA,Intertidal,NA,20,LT0,3,23,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,1.5,LT0,1.5,0,LT100,NA,,,NA,48.536683,NA,NA,L始ing_&_Freshwater_1988,1,Rhodophyta,Florideophyceae,Nemastomatales,Schizymeniaceae,low littoral to sublittoral,NA,NA,NA,NA,
plants,algae,Scytosiphon lomentaria,,Scytosiphon lomentaria,,,NA,algaebase,NA,global,missing N RL (maybe also S RL),remove,missing N RL (arctic),NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,25,LT0,3,28,LT100,NA,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Scytosiphonaceae,,NA,NA,NA,NA,
plants,algae,Scytothamnus australis,,Scytothamnus australis,,,,Peters&Breeman(1993)MarineBiol (paper with thermal tolerance data has range maps!),.,in Sam from-48.8 to -40. Add points so can use Sam range. Cold tol taken from NZ and that part of range well described,"gbif well sampled in australia, but data are from Sam",add points to gbif csv,,NA,CL;NZ;AU,,NA,NA,NA,-49,-40,AH,NA,Intertidal,NA,27.4,LT0,1,NA,,NA,NA,20,NA,-41.473363,-72.938689,0,Peters_&_Breeman_1993,1,,-22,LT50,,NA,,NA,lethal,lethal,NA,-45.95,170.333333,0,frazer_et_al_1988,1,Phaeophyceae,_Phaeophyceae,Scytothamnales,Scytothamnales,,,,no,,
plants,algae,Scytothamnus fasciculatus,,Scytothamnus fasciculatus,,,,Peters&Breeman(1993)MarineBiol (paper with thermal tolerance data has range maps!),.,disjunct range in Sam & NZ. Sam range from -56 to -41.8,missing northern Sam range edge,partial range w points added,,NA,CL;FK;AR,,NA,NA,NA,-56,-41,AH,NA,Intertidal,NA,24.5,LT0,1,NA,,NA,NA,20,NA,-53.624305,-69.632091,0,Peters_&_Breeman_1993,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,_Phaeophyceae,Scytothamnales,Scytothamnales,,,,no,,
plants,algae,Smithora naiadum,,Smithora naiadum,,,NA,algaebase,http://www.seaweedsofalaska.com/species.asp?SeaweedID=118,multiple records from baja.  SoA says Alaska to Baja.,not smpled in baja and no range descriptions have elsewhere in MX,remove,poorly sampled around S RL,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,20,LT0,3,23,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Compsopogonophyceae,Erythropeltidales,Erythropeltidaceae,,NA,NA,NA,NA,
plants,algae,Solieria filiformis,,Solieria filiformis,,,,Gabrielson etal (1982),,"sparsely sampled.  Algaebase unhelpful.  ""northern limit in deep water of coast of N Carolina, through to southern brazil""",,partial.range,W Atlantic,NA,NA,,NA,NA,-30,NA,NA,AH,NA,Marine,NA,33,LT0,1,34,LT100,NA,NA,20,NA,26.066249,-97.158602,0,Yarish_et_al_1987,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,2,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,,,,no,,
plants,algae,Soranthera ulvoidea,,Soranthera ulvoidea,,,NA,Seaweeds of Alaska,http://www.seaweedsofalaska.com/species.asp?SeaweedID=54,"Bering sea to california, Berkley site  says into baja California",missing S RL,remove,missing S RL (MX),NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,20,LT0,3,23,LT100,3,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,,NA,NA,NA,NA,
plants,algae,Sparlingia pertusa,,Sparlingia pertusa,,,,Seaweeds of Alaska,,"SoA says Alaska to Oregon. Algaebase has one records in each of washington , oregon, and gulf of Ca",algebase has record in gulf of California but no californian sites seem to list it.  Accept as is,partial.range,E Pacifc,NA,NA,,NA,NA,-90,NA,NA,AH,NA,Intertidal,NA,18,LT0,2,20,LT100,2,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,low littoral to sublittoral,,,no,,
plants,algae,Sphacelaria radicans,,Sphacelaria radicans,,,NA,algaebase,NA,several papers have records in spain,missing S RL at least as far down as spain,remove,missing S RL (Spain),NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,25,LT0,3,28,LT100,3,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Sphacelariales,Sphacelariaceae,low littoral to sublittoral,NA,NA,NA,NA,
plants,algae,Sphaerotrichia divaricata,,Sphaerotrichia divaricata,,,,algaebase,narrow around NE seabord,,,partial.range,W Atlantic,NA,NA,,NA,NA,-45,NA,NA,AH,NA,Marine,NA,30.6,LT0,1,NA,,NA,NA,NA,NA,45.633134,-61.798328,0,Peters_&_Breeman_1992,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,,,,no,,
plants,algae,Sporochnus pedunculatus,,Sporochnus pedunculatus,,,NA,algaebase,NA,gbif mathces list of european countries in range given in algaebase,just use European range,partial.range,NA,NA,NA,NA,NA,-20,30,20,62,AH,NA,Marine,NA,27,LT0,3,35,LT100,5,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Phaeophyceae,Phaeophyceae,Sporochnales,Sporochnaceae,,NA,NA,NA,NA,
plants,algae,Spyridia filamentosa,,Spyridia filamentosa,,,NA,WebofSci results,NA,"incl: Floride, Hawaii, NE mediteranean, Baja.  Mathieson etal 2010 found in james bay and says "" Spyridia, which has unclear origins, is a warm-water disjunct in the northwestern Atlantic previously known only from one site in Nova Scotia and a few locations in southern Maine/New Hampshire but mostly south of Cape Cod, Massachusetts""",missing james bay,remove,missing N RL,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,35,LT0,5,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,,8,LT0,3,5,LT100,3,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,NA,NA,NA,NA,
plants,algae,Spyridia hypnoides,,Spyridia hypnoides,,,NA,http://biogeodb.stri.si.edu/bocas_database/search/species/3522,"algaebase has only Nam records from N Carolina down, and Brazil up, so that matches gbif. Smithsonion says ""Florida, Bahamas, Greater Antilles, Lesser Antilles, Southern Caribbean, Gulf of Mexico """,cant find anything that contrdicts it,NA,partial.range,W Atlantic,NA,NA,NA,NA,NA,-30,NA,NA,AH,NA,Marine,NA,35,LT0,5,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,NA,NA,NA,NA,
plants,algae,Stenogramma interrupta,,Stenogramma interrupta,only 1 gbif record,,NA,NA,NA,NA,only 1 record,remove,only 1 record,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,30,LT0,5,35,LT100,5,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,,3,LT0,5,-2,LT100,5,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,,NA,NA,NA,NA,
plants,algae,Stereocladon rugulosus,,Stereocladon rugulosus,,,,Peters&Breeman(1993)MarineBiol (paper with thermal tolerance data has range maps!),.,narrow range around S tip of Chile from -52 to -55,only 3 points,add points to gbif csv,,NA,CL;FK;AR,,NA,NA,NA,-56,-50,AH,NA,Intertidal,NA,21.5,LT0,1,NA,,NA,NA,20,NA,-53.624305,-69.632091,0,Peters_&_Breeman_1993,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,_Phaeophyceae,Scytothamnales,Scytothamnales,,,,no,,
plants,algae,Stictyosiphon soriferus,,Stictyosiphon soriferus,,,,algaebase,,down to canary islands,missing turkey and mediteranean (fine) but also missing canary islands,remove,missing S RL,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Marine,NA,27,LT0,1,29,LT100,1,NA,15,NA,43.705157,7.31492,0,Orfanidis_1993,1,,1,LT0,1,-1,LT100,1,,,15,43.705157,7.31492,0,Orfanidis_1993,1,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,,,,no,,
plants,algae,Stilophora rhizodes,,Stilophora rhizodes,,,NA,NA,NA,too few points,too few points,remove,too few points,NA,NA,NA,NA,NA,NA,NA,NA,AH,NA,Marine,NA,28,LT0,3,31,LT100,3,NA,NA,NA,45.62853,-61.91226,0,Novaczek_1986,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,can no longer reproduce a 0 degrees,NA,NA,NA,NA,
plants,algae,Striaria attenuata,,Striaria attenuata,,,,Peters&Breeman(1993)MarineBiol (paper with thermal tolerance data has range maps!),.,in Sam: narrow range in chile from -41.7 to -43.4,,add points to gbif csv,,NA,CL,,NA,NA,NA,-44,-41,AH,NA,Intertidal,NA,31.8,LT0,1,NA,,NA,NA,20,NA,-43.1167,-73.7167,0,Peters_&_Breeman_1993,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,subtidal; low intertidal,,,no,,
plants,algae,Tinocladia falklandica,,Tinocladia falklandica,,,,Peters&Breeman(1993)MarineBiol (paper with thermal tolerance data has range maps!),.,in Sm from -56 to -41.8,only 3 sample points for wide range,add points to gbif csv,missing most of range,NA,NA,,NA,NA,NA,-56,-41,AH,NA,Marine,NA,27.8,LT0,1,NA,,NA,NA,20,NA,-53.787176,-67.688686,0,Peters_&_Breeman_1993,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,,,,no,,
plants,algae,Trachynema groenlandicum,,Trachynema groenlandicum,,,,Peters&Breeman(1993)MarineBiol (paper with thermal tolerance data has range maps!),., -55 to -52.7,no gbif data,add points to gbif csv,,NA,CL,,NA,NA,NA,-55.5,-52,AH,NA,Intertidal,NA,23.1,LT0,1,NA,,NA,NA,20,NA,-54.87826,-68.159138,0,Peters_&_Breeman_1993,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,low intertidal and sub litterol,,,no,,
plants,algae,Ulothrix implexa,,Ulothrix implexa,,,,,,weird - poorly sampled,no gbf records from southern hemisphere and thermal tol sampeld in Antarctica,remove,poor sampling around thermal tol area,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Intertidal,NA,25.5,LT0,1,NA,,NA,NA,NA,NA,-62.210794,-58.956171,0,Wiencke_and_torn_Dieck_1990,1,,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,near mouth ofintertidal_freshwater stream,,,no,,
